"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"502841139","45","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","631","0.631","1"
"502841139","46","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","566","0.566","1"
"502841139","47","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","351","0.351","1"
"502841139","48","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","421","0.421","1"
"502841139","49","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","393","0.393","1"
"502841139","50","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","476","0.476","1"
"502841139","51","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","628","0.628","1"
"502841139","52","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","457","0.457","1"
"502841139","53","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","550","0.55","1"
"502841139","54","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","487","0.487","1"
"502841139","56","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","526","0.526","1"
"502841139","57","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","713","0.713","1"
"502841139","59","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","743","0.743","1"
"502841139","60","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","457","0.457","1"
"502841139","1","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","356","0.356","1"
"502841139","3","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","490","0.49","0"
"502841139","4","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","487","0.487","0"
"502841139","5","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","467","0.467","1"
"502841139","6","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","502","0.502","1"
"502841139","8","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","472","0.472","0"
"502841139","9","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","787","0.787","1"
"502841139","10","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","340","0.34","1"
"502841139","12","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","654","0.654","0"
"502841139","13","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","340","0.34","1"
"502841139","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","481","0.481","0"
"502841139","16","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","659","0.659","1"
"502841139","17","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","484","0.484","1"
"502841139","18","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","566","0.566","1"
"502841139","19","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","411","0.411","1"
"502841139","20","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","491","0.491","1"
"502841139","21","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","618","0.618","1"
"502841139","22","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","515","0.515","1"
"502841139","23","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","999","0.999","0"
"502841139","24","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","590","0.59","1"
"502841139","25","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","659","0.659","1"
"502841139","26","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","550","0.55","1"
"502841139","27","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","603","0.603","1"
"502841139","28","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","610","0.61","1"
"502841139","29","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","434","0.434","1"
"502841139","30","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","475","0.475","1"
"502841139","31","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","622","0.622","0"
"502841139","32","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","677","0.677","0"
"502841139","33","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","448","0.448","0"
"502841139","34","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","409","0.409","1"
"502841139","35","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","447","0.447","0"
"502841139","36","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","486","0.486","1"
"502841139","37","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","597","0.597","1"
"502841139","38","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","747","0.747","1"
"502841139","39","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","1161","1.161","1"
"502841139","40","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","766","0.766","1"
"502841139","41","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","1076","1.076","1"
"502841139","42","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","931","0.931","1"
"502841139","43","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","827","0.827","1"
"502841139","44","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","985","0.985","0"
"502841139","45","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","568","0.568","1"
"502841139","46","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","347","0.347","0"
"502841139","47","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","374","0.374","1"
"502841139","48","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","476","0.476","0"
"502841139","50","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","476","0.476","0"
"502841139","51","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","533","0.533","1"
"502841139","52","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","564","0.564","1"
"502841139","53","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","548","0.548","0"
"502841139","54","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","640","0.64","1"
"502841139","55","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","613","0.613","1"
"502841139","56","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","369","0.369","0"
"502841139","57","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","311","0.311","0"
"502841139","59","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","495","0.495","1"
